Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,163.30999755859375,161.0,161.30999755859375,162.05999755859375,5525500.0,132.1334991455078
2015-01-05,161.27000427246094,159.19000244140625,161.27000427246094,159.50999450683594,4880400.0,130.0543975830078
2015-01-06,159.9600067138672,155.1699981689453,159.6699981689453,156.07000732421875,6146700.0,127.24961853027344
2015-01-07,157.1999969482422,154.02999877929688,157.1999969482422,155.0500030517578,4701800.0,126.41798400878906
2015-01-08,159.0399932861328,155.5500030517578,156.24000549316406,158.4199981689453,4236800.0,129.16567993164062
2015-01-09,160.33999633789062,157.25,158.4199981689453,159.11000061035156,4488300.0,129.72825622558594
2015-01-12,159.25,155.75999450683594,159.0,156.44000244140625,4187600.0,127.55133056640625
2015-01-13,159.97000122070312,155.67999267578125,157.25999450683594,156.80999755859375,4377500.0,127.85298919677734
2015-01-14,156.49000549316406,153.74000549316406,154.86000061035156,155.8000030517578,4690300.0,127.02949523925781
2015-01-15,156.97000122070312,154.16000366210938,156.69000244140625,154.57000732421875,4248400.0,126.02664947509766
2015-01-16,157.6300048828125,153.82000732421875,153.82000732421875,157.13999938964844,5756000.0,128.12203979492188
2015-01-20,157.3300018310547,154.02999877929688,156.6999969482422,156.9499969482422,8392800.0,127.96709442138672
2015-01-21,154.5,151.07000732421875,153.02999877929688,152.08999633789062,11897100.0,124.00457000732422
2015-01-22,155.72000122070312,151.75999450683594,151.94000244140625,155.38999938964844,6120100.0,126.6951675415039
2015-01-23,157.60000610351562,154.88999938964844,155.02999877929688,155.8699951171875,4834800.0,127.08654022216797
2015-01-26,159.4600067138672,155.77000427246094,158.25999450683594,156.36000061035156,7888100.0,127.48606872558594
2015-01-27,155.08999633789062,152.58999633789062,154.94000244140625,153.6699981689453,5659600.0,125.29283142089844
2015-01-28,154.52999877929688,151.5500030517578,154.0,151.5500030517578,4495900.0,123.5643081665039
2015-01-29,155.5800018310547,149.52000427246094,151.3800048828125,155.47999572753906,8320800.0,126.76856994628906
2015-01-30,155.24000549316406,153.0399932861328,153.91000366210938,153.30999755859375,6563600.0,124.99929809570312
2015-02-02,154.66000366210938,151.50999450683594,154.0,154.66000366210938,4712200.0,126.10000610351562
2015-02-03,158.60000610351562,154.75,154.75,158.47000122070312,5539400.0,129.20640563964844
2015-02-04,158.7100067138672,156.6999969482422,157.2100067138672,156.9600067138672,3678500.0,127.97525787353516
2015-02-05,158.58999633789062,157.14999389648438,157.2899932861328,157.91000366210938,5253600.0,128.7498321533203
2015-02-06,158.0800018310547,156.22999572753906,157.33999633789062,156.72000122070312,3256500.0,128.6759490966797
2015-02-09,157.5,155.39999389648438,156.0,155.75,3057700.0,127.8795394897461
2015-02-10,158.55999755859375,155.0800018310547,156.74000549316406,158.55999755859375,4440600.0,130.18670654296875
2015-02-11,159.08999633789062,157.1699981689453,157.75999450683594,158.1999969482422,3626700.0,129.89114379882812
2015-02-12,159.5,158.08999633789062,158.72000122070312,158.52000427246094,3333100.0,130.1538543701172
2015-02-13,160.8000030517578,158.63999938964844,158.77999877929688,160.39999389648438,3706900.0,131.69744873046875
2015-02-17,161.41000366210938,159.72999572753906,159.75,160.9600067138672,2894500.0,132.1572265625
2015-02-18,162.47000122070312,160.63999938964844,161.86000061035156,162.19000244140625,4358400.0,133.16714477539062
2015-02-19,164.49000549316406,161.44000244140625,162.0500030517578,163.88999938964844,3504400.0,134.5629119873047
2015-02-20,164.33999633789062,162.08999633789062,163.63999938964844,163.64999389648438,3353000.0,134.36585998535156
